0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0 , 0
0.13805 , 0.0174191
0.982211 , 0.0485233
1.89192 , 0.0939637
2.17993 , 0.103668
2.02817 , 0.0741858
1.79568 , 0.0508493
1.57351 , 0.0505852
1.48074 , 0.0481675
1.25656 , 0.0363362
1.23551 , 0.0379386
1.10481 , 0.0389418
1.17278 , 0.0350795
1.16118 , 0.0349413
1.10497 , 0.0342179
1.05487 , 0.03182
1.08616 , 0.0365752
1.02526 , 0.0359143
0.970007 , 0.0291527
0.996026 , 0.0364727
0.973928 , 0.0276339
1.00037 , 0.0324389
0.979883 , 0.0275581
0.989361 , 0.0272475
0.996758 , 0.0336951
0.980524 , 0.0317039
0.974813 , 0.0242712
0.992254 , 0.0308989
0.964818 , 0.0232247
0.98416 , 0.0236213
0.970266 , 0.0246754
0.969705 , 0.0290549
0.986023 , 0.0200939
0.998391 , 0.0240004
0.980115 , 0.0205933
0.985872 , 0.0141817
0.97482 , 0.0259038
0.971074 , 0.0215136
0.962889 , 0.0188966
0.967032 , 0.0216532
0.96972 , 0.0157358
0.969079 , 0.0165606
0.973968 , 0.0143938
0.961476 , 0.0157798
0.984716 , 0.0173889
0.984399 , 0.0196627
0.996174 , 0.0151292
0.997408 , 0.0154886
0.977273 , 0.0118281
1.0038 , 0.0182554
0.988055 , 0.0203998
1.02018 , 0.0228768
0.998085 , 0.0210838
1.00104 , 0.0181972
0.966674 , 0.014722
0.957441 , 0.00967838
0.969218 , 0.013219
0.97832 , 0.0162402
0.998025 , 0.0145605
0.981846 , 0.0149418
0.988368 , 0.0119806
0.986853 , 0.0110728
1.01908 , 0.0136646
1.01382 , 0.0105414
1.00505 , 0.0101826
1.00291 , 0.0119787
0.99869 , 0.012714
1.01934 , 0.0167127
1.00614 , 0.0102803
1.01184 , 0.0116941
1.0121 , 0.0126098
0.989126 , 0.0127832
0.997661 , 0.0131891
1.00124 , 0.0114666
0.994721 , 0.00736144
1.00516 , 0.0117053
1.00941 , 0.0110378
1.01438 , 0.010667
1.00083 , 0.00982495
0.992274 , 0.0146111
0.985778 , 0.0101212
0.987144 , 0.00932617
1.00272 , 0.0108982
0.998896 , 0.00710726
0.991854 , 0.00840485
0.987338 , 0.011145
0.997384 , 0.0106977
