38.0954,40.686
29.4542,35.2567
28.9353,32.8956
26.0552,31.4875
26.0552,30.1182
25.5985,29.1433
24.5932,28.1811
23.612,27.3663
22.2518,26.3939
22.2518,25.4058
20.7488,24.5909
20.7488,24.0313
19.3685,23.3243
19.2835,22.5397
17.026,21.774
17.026,21.0707
17.026,20.4092
17.026,19.6104
16.897,19.1819
16.0468,18.6346
15.1956,18.1491
15.1956,17.7713
15.1956,17.5026
15.078,17.2274
15.078,17.0131
14.1592,16.7608
14.1592,16.6264
14.1592,16.4425
14.1592,16.2286
14.1592,16.0809
14.1592,15.9905
14.1592,15.8451
14.1496,15.7215
14.1496,15.5764
14.1496,15.4669
14.1496,15.4125
13.9606,15.2805
13.9606,15.1483
13.6211,15.0543
13.6211,14.931
13.6211,14.8327
12.9392,14.747
12.9392,14.672
12.9392,14.5354
12.9392,14.4216
12.9392,14.2774
12.9392,14.15
12.9348,13.9816
12.4777,13.8276
12.4777,13.7391
12.4777,13.6715
11.1559,13.5703
11.1559,13.4711
9.98958,13.3337
9.98958,13.208
9.98958,13.0074
9.98958,12.859
9.98958,12.7582
9.98958,12.5335
9.98958,12.3299
9.98958,12.1063
9.98958,11.9698
9.98958,11.7318
9.98958,11.4492
9.98958,11.1876
9.98958,11.0289
9.98958,10.8875
9.98958,10.7497
9.98958,10.6363
9.98958,10.6086
9.96601,10.4826
9.96601,10.4184
9.96601,10.3524
9.96601,10.3092
9.89909,10.2623
9.89909,10.1941
9.89909,10.1412
9.89909,10.1316
9.89909,10.1188
9.89909,10.0852
9.89909,10.0748
9.73005,10.0491
9.58514,10.0362
9.58514,10.019
9.58514,9.99692
9.58514,9.96694
9.58514,9.93984
9.58514,9.91913
9.58514,9.8884
9.58514,9.86251
9.58514,9.8463
9.58514,9.83551
9.58514,9.82686
9.58514,9.81552
9.58514,9.79715
9.58514,9.77465
9.58514,9.7633
9.58514,9.74664
9.58514,9.74158
9.58514,9.73051
9.58514,9.72127
9.58514,9.70977
9.58514,9.6936
9.58514,9.68146
9.58514,9.67089
9.58514,9.66656
9.58514,9.65832
8.90158,9.6518
8.90158,9.64489
8.90158,9.6292
8.48591,9.60298
8.48591,9.54873
8.48591,9.47528
8.48591,9.41785
8.48591,9.37381
