1.00132,0.00176769,0.999221,0.00162438,0.999995,0.000176155
1.00145,0.00175201,0.998985,0.00162281,1.00001,0.000174536
1.00137,0.00173379,0.99902,0.00160463,0.999999,0.000172741
1.00134,0.00171445,0.999109,0.00158902,0.999993,0.000170886
1.00126,0.00169702,0.999394,0.00159694,1.00001,0.000169656
1.00131,0.00167893,0.999665,0.0016023,1.00001,0.000167904
1.00124,0.00166194,0.999455,0.00159865,0.999977,0.0001703
1.00129,0.00164469,0.999509,0.00158228,0.999976,0.00016846
1.00127,0.00162725,0.999501,0.00156538,0.99997,0.000166783
1.00106,0.00162358,0.999678,0.00155885,0.999968,0.000165024
1.00114,0.00160843,0.999581,0.00154554,0.999987,0.000164391
1.00132,0.00160228,0.999502,0.0015316,0.999982,0.000162766
1.00144,0.00159048,0.999348,0.00152361,1,0.00016217
1.00173,0.00160026,0.999322,0.00150837,1.00001,0.000160773
1.00129,0.00164399,0.999266,0.00149425,1.00003,0.000160228
