0.5,78.5682,79.0878,0.103316
0.65,33.1711,32.7266,0.0422816
0.8,15.2093,15.2139,0.017214
0.95,8.56839,8.63671,0.0088319
1.1,5.6064,5.59805,0.0045164
1.25,3.97902,3.96179,0.00237006
1.4,2.97964,2.97837,0.00167028
1.55,2.34475,2.34527,0.00130056
1.7,1.90751,1.9083,0.000720883
1.85,1.58722,1.59235,0.000773874
2,1.36173,1.35952,0.000545516
