1,10,5,21,19,7,23,11,12,6,17,9,25,20,32,4,14,29,30,3,27,8,2,15,24,16,26,18,28,13,31,22
1,14,31,30,29,13,2,22,4,8,10,12,17,7,25,21,19,16,26,15,5,27,24,23,3,9,11,18,6,28,20,32
