1,8,10,2,23,27,11,28,6,20,15,16,19,7,5,29,14,3,9,13,12,17,24,30,18,26,25,31,22,21,4,32
1,14,31,30,29,13,2,22,4,8,10,12,17,7,25,21,19,16,26,15,5,27,24,23,3,9,11,18,6,28,20,32
