1,28,27,12,30,21,7,2,18,9,22,4,31,8,32,19,11,3,6,15,5,17,29,26,16,10,23,24,25,13,14,20
1,14,31,30,29,13,2,22,4,8,10,12,17,7,25,21,19,16,26,15,5,27,24,23,3,9,11,18,6,28,20,32
