0.790762 , 0
0.791874 , 0.00111146
0.79578 , 0.00395859
0.79531 , 0.00283841
0.795868 , 0.00226834
0.795132 , 0.00199271
0.79319 , 0.00257107
0.795615 , 0.00329271
0.795028 , 0.00296274
0.794792 , 0.00266042
0.793887 , 0.00257115
0.79523 , 0.00270445
0.795894 , 0.00257491
0.796238 , 0.00240856
0.796429 , 0.00225034
0.79598 , 0.00215236
0.795631 , 0.00205168
0.796394 , 0.00207949
0.797267 , 0.00215208
0.797031 , 0.00205533
0.796442 , 0.00204162
0.797152 , 0.00207181
0.797081 , 0.00198093
0.797173 , 0.00189881
0.797433 , 0.00183971
0.797073 , 0.00180385
0.797196 , 0.00174016
0.797297 , 0.00167991
0.796757 , 0.00170877
0.796786 , 0.0016511
0.796573 , 0.00161114
0.796851 , 0.00158458
0.796884 , 0.00153616
0.796752 , 0.00149615
0.796928 , 0.00146343
0.79686 , 0.00142383
0.797216 , 0.00142991
0.797048 , 0.00140189
0.79694 , 0.00136972
0.797216 , 0.00136316
0.796984 , 0.00134943
0.7969 , 0.00131959
0.797268 , 0.00133998
0.797159 , 0.00131369
0.797279 , 0.00128974
0.796995 , 0.00129305
0.796958 , 0.00126578
0.797179 , 0.00125862
0.796884 , 0.00126743
0.797132 , 0.00126631
